"dep";"jour";"nb"
"43";2020-11-26;11
"44";2020-11-26;32
"45";2020-11-26;19
"46";2020-11-26;8
"47";2020-11-26;5
"48";2020-11-26;4
"49";2020-11-26;30
"50";2020-11-26;13
"51";2020-11-26;15
"52";2020-11-26;12
"53";2020-11-26;10
"54";2020-11-26;29
"55";2020-11-26;5
"56";2020-11-26;17
"57";2020-11-26;35
"58";2020-11-26;10
"59";2020-11-26;62
"60";2020-11-26;26
"61";2020-11-26;11
"62";2020-11-26;32
"63";2020-11-26;19
"64";2020-11-26;31
"65";2020-11-26;7
"66";2020-11-26;14
"67";2020-11-26;32
"68";2020-11-26;34
"69";2020-11-26;52
"70";2020-11-26;7
"71";2020-11-26;22
"72";2020-11-26;18
"73";2020-11-26;12
"74";2020-11-26;23
"75";2020-11-26;63
"76";2020-11-26;36
"77";2020-11-26;28
"78";2020-11-26;48
"79";2020-11-26;8
"80";2020-11-26;17
"81";2020-11-26;10
"82";2020-11-26;6
"83";2020-11-26;43
"84";2020-11-26;23
"85";2020-11-26;12
"86";2020-11-26;5
"87";2020-11-26;10
"88";2020-11-26;16
"89";2020-11-26;11
"90";2020-11-26;2
"91";2020-11-26;36
"92";2020-11-26;55
"93";2020-11-26;42
"94";2020-11-26;37
"95";2020-11-26;33
"971";2020-11-26;10
"972";2020-11-26;5
"973";2020-11-26;3
"974";2020-11-26;8
"976";2020-11-26;1
"01";2020-11-27;18
"02";2020-11-27;14
"03";2020-11-27;9
"04";2020-11-27;12
"05";2020-11-27;12
"06";2020-11-27;43
"07";2020-11-27;20
"08";2020-11-27;9
"09";2020-11-27;3
"10";2020-11-27;9
"11";2020-11-27;12
"12";2020-11-27;10
"13";2020-11-27;81
"14";2020-11-27;16
"15";2020-11-27;6
"16";2020-11-27;6
"17";2020-11-27;12
"18";2020-11-27;8
"19";2020-11-27;5
"21";2020-11-27;17
"22";2020-11-27;15
"23";2020-11-27;6
"24";2020-11-27;6
"25";2020-11-27;13
"26";2020-11-27;16
"27";2020-11-27;10
"28";2020-11-27;10
"29";2020-11-27;20
"2A";2020-11-27;7
"2B";2020-11-27;4
"30";2020-11-27;16
"31";2020-11-27;28
"32";2020-11-27;5
"33";2020-11-27;26
"34";2020-11-27;33
"35";2020-11-27;24
"36";2020-11-27;12
"37";2020-11-27;17
"38";2020-11-27;26
"39";2020-11-27;10
"40";2020-11-27;4
"41";2020-11-27;12
"42";2020-11-27;22
"43";2020-11-27;11
"44";2020-11-27;32
"45";2020-11-27;19
"46";2020-11-27;8
"47";2020-11-27;5
"48";2020-11-27;4
"49";2020-11-27;30
"50";2020-11-27;13
"51";2020-11-27;15
"52";2020-11-27;12
"53";2020-11-27;10
"54";2020-11-27;29
"55";2020-11-27;5
"56";2020-11-27;17
"57";2020-11-27;35
"58";2020-11-27;10
"59";2020-11-27;62
"60";2020-11-27;26
"61";2020-11-27;11
"62";2020-11-27;32
"63";2020-11-27;19
"64";2020-11-27;31
"65";2020-11-27;7
"66";2020-11-27;14
"67";2020-11-27;32
"68";2020-11-27;34
"69";2020-11-27;52
"70";2020-11-27;7
"71";2020-11-27;22
"72";2020-11-27;18
"73";2020-11-27;12
"74";2020-11-27;23
"75";2020-11-27;63
"76";2020-11-27;36
"77";2020-11-27;28
"78";2020-11-27;48
"79";2020-11-27;8
"80";2020-11-27;17
"81";2020-11-27;10
"82";2020-11-27;6
"83";2020-11-27;43
"84";2020-11-27;23
"85";2020-11-27;12
"86";2020-11-27;5
"87";2020-11-27;10
"88";2020-11-27;16
"89";2020-11-27;11
"90";2020-11-27;2
"91";2020-11-27;36
"92";2020-11-27;55
"93";2020-11-27;42
"94";2020-11-27;37
"95";2020-11-27;33
"971";2020-11-27;10
"972";2020-11-27;5
"973";2020-11-27;3
"974";2020-11-27;8
"976";2020-11-27;1
"01";2020-11-28;18
"02";2020-11-28;14
"03";2020-11-28;9
"04";2020-11-28;12
"05";2020-11-28;12
"06";2020-11-28;43
"07";2020-11-28;20
"08";2020-11-28;9
"09";2020-11-28;3
"10";2020-11-28;9
"11";2020-11-28;12
"12";2020-11-28;10
"13";2020-11-28;82
"14";2020-11-28;16
"15";2020-11-28;6
"16";2020-11-28;6
"17";2020-11-28;12
"18";2020-11-28;8
"19";2020-11-28;5
"21";2020-11-28;17
"22";2020-11-28;15
"23";2020-11-28;6
"24";2020-11-28;6
"25";2020-11-28;13
"26";2020-11-28;16
"27";2020-11-28;10
"28";2020-11-28;10
"29";2020-11-28;20
"2A";2020-11-28;7
"2B";2020-11-28;4
"30";2020-11-28;16
"31";2020-11-28;28
"32";2020-11-28;5
"33";2020-11-28;26
"34";2020-11-28;33
"35";2020-11-28;24
"36";2020-11-28;12
"37";2020-11-28;17
"38";2020-11-28;26
"39";2020-11-28;10
"40";2020-11-28;4
"41";2020-11-28;12
"42";2020-11-28;23
"43";2020-11-28;12
"44";2020-11-28;32
"45";2020-11-28;19
"46";2020-11-28;8
"47";2020-11-28;5
"48";2020-11-28;4
"49";2020-11-28;30
"50";2020-11-28;13
"51";2020-11-28;15
"52";2020-11-28;12
"53";2020-11-28;10
"54";2020-11-28;29
"55";2020-11-28;5
"56";2020-11-28;17
"57";2020-11-28;35
"58";2020-11-28;10
"59";2020-11-28;62
"60";2020-11-28;26
"61";2020-11-28;11
"62";2020-11-28;32
"63";2020-11-28;19
"64";2020-11-28;31
"65";2020-11-28;7
"66";2020-11-28;14
"67";2020-11-28;32
"68";2020-11-28;34
"69";2020-11-28;52
"70";2020-11-28;7
"71";2020-11-28;22
"72";2020-11-28;18
"73";2020-11-28;12
"74";2020-11-28;23
"75";2020-11-28;63
"76";2020-11-28;36
"77";2020-11-28;28
"78";2020-11-28;48
"79";2020-11-28;8
"80";2020-11-28;17
"81";2020-11-28;10
"82";2020-11-28;6
"83";2020-11-28;43
"84";2020-11-28;23
"85";2020-11-28;12
"86";2020-11-28;5
"87";2020-11-28;10
"88";2020-11-28;16
"89";2020-11-28;11
"90";2020-11-28;2
"91";2020-11-28;36
"92";2020-11-28;55
"93";2020-11-28;42
"94";2020-11-28;37
"95";2020-11-28;33
"971";2020-11-28;10
"972";2020-11-28;5
"973";2020-11-28;3
"974";2020-11-28;8
"976";2020-11-28;1
"01";2020-11-29;18
"02";2020-11-29;14
"03";2020-11-29;9
"04";2020-11-29;12
"05";2020-11-29;12
"06";2020-11-29;43
"07";2020-11-29;20
"08";2020-11-29;9
"09";2020-11-29;3
"10";2020-11-29;9
"11";2020-11-29;12
"12";2020-11-29;10
"13";2020-11-29;82
"14";2020-11-29;16
"15";2020-11-29;6
"16";2020-11-29;6
"17";2020-11-29;12
"18";2020-11-29;8
"19";2020-11-29;5
"21";2020-11-29;17
"22";2020-11-29;15
"23";2020-11-29;6
"24";2020-11-29;6
"25";2020-11-29;13
"26";2020-11-29;16
"27";2020-11-29;10
"28";2020-11-29;10
"29";2020-11-29;20
"2A";2020-11-29;7
"2B";2020-11-29;4
"30";2020-11-29;16
"31";2020-11-29;28
"32";2020-11-29;5
"33";2020-11-29;26
"34";2020-11-29;33
"35";2020-11-29;24
"36";2020-11-29;12
"37";2020-11-29;17
"38";2020-11-29;26
"39";2020-11-29;10
"40";2020-11-29;4
"41";2020-11-29;12
"42";2020-11-29;23
"43";2020-11-29;12
"44";2020-11-29;32
"45";2020-11-29;19
"46";2020-11-29;8
"47";2020-11-29;5
"48";2020-11-29;4
"49";2020-11-29;30
"50";2020-11-29;13
"51";2020-11-29;15
"52";2020-11-29;12
"53";2020-11-29;10
"54";2020-11-29;29
"55";2020-11-29;5
"56";2020-11-29;17
"57";2020-11-29;35
"58";2020-11-29;10
"59";2020-11-29;62
"60";2020-11-29;26
"61";2020-11-29;11
"62";2020-11-29;32
"63";2020-11-29;19
"64";2020-11-29;31
"65";2020-11-29;7
"66";2020-11-29;14
"67";2020-11-29;32
"68";2020-11-29;34
"69";2020-11-29;52
"70";2020-11-29;7
"71";2020-11-29;22
"72";2020-11-29;18
"73";2020-11-29;12
"74";2020-11-29;23
"75";2020-11-29;63
"76";2020-11-29;36
"77";2020-11-29;28
"78";2020-11-29;48
"79";2020-11-29;8
"80";2020-11-29;17
"81";2020-11-29;10
"82";2020-11-29;6
"83";2020-11-29;43
"84";2020-11-29;23
"85";2020-11-29;12
"86";2020-11-29;5
"87";2020-11-29;10
"88";2020-11-29;16
"89";2020-11-29;11
"90";2020-11-29;2
"91";2020-11-29;36
"92";2020-11-29;55
"93";2020-11-29;42
"94";2020-11-29;37
"95";2020-11-29;33
"971";2020-11-29;10
"972";2020-11-29;5
"973";2020-11-29;3
"974";2020-11-29;8
"976";2020-11-29;1
"01";2020-11-30;18
"02";2020-11-30;14
"03";2020-11-30;9
"04";2020-11-30;12
"05";2020-11-30;12
"06";2020-11-30;43
"07";2020-11-30;21
"08";2020-11-30;9
"09";2020-11-30;3
"10";2020-11-30;9
"11";2020-11-30;12
"12";2020-11-30;10
"13";2020-11-30;82
"14";2020-11-30;16
"15";2020-11-30;6
"16";2020-11-30;6
"17";2020-11-30;12
"18";2020-11-30;8
"19";2020-11-30;5
"21";2020-11-30;17
"22";2020-11-30;15
"23";2020-11-30;6
"24";2020-11-30;6
"25";2020-11-30;13
"26";2020-11-30;16
"27";2020-11-30;10
"28";2020-11-30;10
"29";2020-11-30;20
"2A";2020-11-30;7
"2B";2020-11-30;4
"30";2020-11-30;16
"31";2020-11-30;28
"32";2020-11-30;6
"33";2020-11-30;26
"34";2020-11-30;33
"35";2020-11-30;24
"36";2020-11-30;12
"37";2020-11-30;17
"38";2020-11-30;27
"39";2020-11-30;10
"40";2020-11-30;4
"41";2020-11-30;12
"42";2020-11-30;23
"43";2020-11-30;12
"44";2020-11-30;32
"45";2020-11-30;19
"46";2020-11-30;8
"47";2020-11-30;5
"48";2020-11-30;4
"49";2020-11-30;30
"50";2020-11-30;13
"51";2020-11-30;15
"52";2020-11-30;12
"53";2020-11-30;10
"54";2020-11-30;29
"55";2020-11-30;5
"56";2020-11-30;17
"57";2020-11-30;35
"58";2020-11-30;10
"59";2020-11-30;62
"60";2020-11-30;26
"61";2020-11-30;11
"62";2020-11-30;32
"63";2020-11-30;19
"64";2020-11-30;31
"65";2020-11-30;7
"66";2020-11-30;14
"67";2020-11-30;32
"68";2020-11-30;34
"69";2020-11-30;52
"70";2020-11-30;7
"71";2020-11-30;22
"72";2020-11-30;18
"73";2020-11-30;12
"74";2020-11-30;23
"75";2020-11-30;63
"76";2020-11-30;36
"77";2020-11-30;28
"78";2020-11-30;48
"79";2020-11-30;8
"80";2020-11-30;17
"81";2020-11-30;11
"82";2020-11-30;6
"83";2020-11-30;43
"84";2020-11-30;23
"85";2020-11-30;13
"86";2020-11-30;5
"87";2020-11-30;10
"88";2020-11-30;16
"89";2020-11-30;11
"90";2020-11-30;2
"91";2020-11-30;36
"92";2020-11-30;55
"93";2020-11-30;42
"94";2020-11-30;37
"95";2020-11-30;33
"971";2020-11-30;10
"972";2020-11-30;5
"973";2020-11-30;3
"974";2020-11-30;8
"976";2020-11-30;1
"01";2020-12-01;18
"02";2020-12-01;14
"03";2020-12-01;9
"04";2020-12-01;12
"05";2020-12-01;12
"06";2020-12-01;43
"07";2020-12-01;21
"08";2020-12-01;9
"09";2020-12-01;3
"10";2020-12-01;9
"11";2020-12-01;12
"12";2020-12-01;10
"13";2020-12-01;82
"14";2020-12-01;16
"15";2020-12-01;6
"16";2020-12-01;6
"17";2020-12-01;12
"18";2020-12-01;8
"19";2020-12-01;5
"21";2020-12-01;17
"22";2020-12-01;16
"23";2020-12-01;6
"24";2020-12-01;6
"25";2020-12-01;13
"26";2020-12-01;16
"27";2020-12-01;10
"28";2020-12-01;10
"29";2020-12-01;20
"2A";2020-12-01;7
"2B";2020-12-01;4
"30";2020-12-01;16
"31";2020-12-01;28
"32";2020-12-01;6
"33";2020-12-01;26
"34";2020-12-01;34
"35";2020-12-01;24
"36";2020-12-01;12
"37";2020-12-01;17
"38";2020-12-01;27
"39";2020-12-01;10
"40";2020-12-01;4
"41";2020-12-01;12
"42";2020-12-01;23
"43";2020-12-01;12
"44";2020-12-01;32
"45";2020-12-01;19
"46";2020-12-01;8
"47";2020-12-01;5
"48";2020-12-01;4
"49";2020-12-01;30
"50";2020-12-01;13
"51";2020-12-01;15
"52";2020-12-01;12
"53";2020-12-01;10
"54";2020-12-01;29
"55";2020-12-01;5
"56";2020-12-01;17
"57";2020-12-01;35
"58";2020-12-01;10
"59";2020-12-01;62
"60";2020-12-01;26
"61";2020-12-01;11
"62";2020-12-01;32
"63";2020-12-01;19
"64";2020-12-01;33
"65";2020-12-01;7
"66";2020-12-01;14
"67";2020-12-01;32
"68";2020-12-01;34
"69";2020-12-01;52
"70";2020-12-01;7
"71";2020-12-01;22
"72";2020-12-01;18
"73";2020-12-01;12
"74";2020-12-01;23
"75";2020-12-01;63
"76";2020-12-01;36
"77";2020-12-01;28
"78";2020-12-01;48
"79";2020-12-01;8
"80";2020-12-01;17
"81";2020-12-01;11
"82";2020-12-01;6
"83";2020-12-01;43
"84";2020-12-01;23
"85";2020-12-01;13
"86";2020-12-01;5
"87";2020-12-01;10
"88";2020-12-01;16
"89";2020-12-01;11
"90";2020-12-01;2
"91";2020-12-01;36
"92";2020-12-01;55
"93";2020-12-01;42
"94";2020-12-01;37
"95";2020-12-01;33
"971";2020-12-01;10
"972";2020-12-01;5
"973";2020-12-01;3
"974";2020-12-01;8
"976";2020-12-01;1
"01";2020-12-02;18
"02";2020-12-02;14
"03";2020-12-02;9
"04";2020-12-02;12
"05";2020-12-02;12
"06";2020-12-02;43
"07";2020-12-02;21
"08";2020-12-02;9
"09";2020-12-02;3
"10";2020-12-02;9
"11";2020-12-02;12
"12";2020-12-02;10
"13";2020-12-02;82
"14";2020-12-02;16
"15";2020-12-02;6
"16";2020-12-02;6
"17";2020-12-02;12
"18";2020-12-02;8
"19";2020-12-02;5
"21";2020-12-02;17
"22";2020-12-02;16
"23";2020-12-02;6
"24";2020-12-02;6
"25";2020-12-02;13
"26";2020-12-02;16
"27";2020-12-02;10
"28";2020-12-02;10
"29";2020-12-02;20
"2A";2020-12-02;7
"2B";2020-12-02;4
"30";2020-12-02;17
"31";2020-12-02;29
"32";2020-12-02;6
"33";2020-12-02;26
"34";2020-12-02;36
"35";2020-12-02;24
"36";2020-12-02;12
"37";2020-12-02;17
"38";2020-12-02;27
"39";2020-12-02;10
"40";2020-12-02;4
"41";2020-12-02;12
"42";2020-12-02;23
"43";2020-12-02;12
"44";2020-12-02;32
"45";2020-12-02;19
"46";2020-12-02;8
"47";2020-12-02;5
"48";2020-12-02;4
"49";2020-12-02;30
"50";2020-12-02;13
"51";2020-12-02;15
"52";2020-12-02;12
"53";2020-12-02;10
"54";2020-12-02;29
"55";2020-12-02;5
"56";2020-12-02;17
"57";2020-12-02;35
"58";2020-12-02;10
"59";2020-12-02;62
"60";2020-12-02;26
"61";2020-12-02;11
"62";2020-12-02;32
"63";2020-12-02;19
"64";2020-12-02;34
"65";2020-12-02;8
"66";2020-12-02;14
"67";2020-12-02;32
"68";2020-12-02;34
"69";2020-12-02;52
"70";2020-12-02;7
"71";2020-12-02;22
"72";2020-12-02;18
"73";2020-12-02;12
"74";2020-12-02;23
"75";2020-12-02;63
"76";2020-12-02;36
"77";2020-12-02;28
"78";2020-12-02;48
"79";2020-12-02;8
"80";2020-12-02;17
"81";2020-12-02;12
"82";2020-12-02;6
"83";2020-12-02;43
"84";2020-12-02;23
"85";2020-12-02;13
"86";2020-12-02;5
"87";2020-12-02;10
"88";2020-12-02;16
"89";2020-12-02;11
"90";2020-12-02;2
"91";2020-12-02;36
"92";2020-12-02;55
"93";2020-12-02;42
"94";2020-12-02;37
"95";2020-12-02;33
"971";2020-12-02;10
"972";2020-12-02;5
"973";2020-12-02;3
"974";2020-12-02;8
"976";2020-12-02;1
"01";2020-12-03;18
"02";2020-12-03;14
"03";2020-12-03;9
"04";2020-12-03;12
"05";2020-12-03;12
"06";2020-12-03;43
"07";2020-12-03;21
"08";2020-12-03;9
"09";2020-12-03;3
"10";2020-12-03;9
"11";2020-12-03;12
"12";2020-12-03;10
"13";2020-12-03;82
"14";2020-12-03;16
"15";2020-12-03;6
"16";2020-12-03;6
"17";2020-12-03;12
"18";2020-12-03;8
"19";2020-12-03;5
"21";2020-12-03;17
"22";2020-12-03;16
"23";2020-12-03;6
"24";2020-12-03;6
"25";2020-12-03;13
"26";2020-12-03;16
"27";2020-12-03;11
"28";2020-12-03;10
"29";2020-12-03;20
"2A";2020-12-03;7
"2B";2020-12-03;4
"30";2020-12-03;17
"31";2020-12-03;29
"32";2020-12-03;6
"33";2020-12-03;26
"34";2020-12-03;36
"35";2020-12-03;24
"36";2020-12-03;12
"37";2020-12-03;17
"38";2020-12-03;27
"39";2020-12-03;10
"40";2020-12-03;4
"41";2020-12-03;12
"42";2020-12-03;23
"43";2020-12-03;12
"44";2020-12-03;32
"45";2020-12-03;19
"46";2020-12-03;8
"47";2020-12-03;5
"48";2020-12-03;4
"49";2020-12-03;30
"50";2020-12-03;13
"51";2020-12-03;15
"52";2020-12-03;12
"53";2020-12-03;10
"54";2020-12-03;29
"55";2020-12-03;5
"56";2020-12-03;17
"57";2020-12-03;35
"58";2020-12-03;10
"59";2020-12-03;64
"60";2020-12-03;26
"61";2020-12-03;11
"62";2020-12-03;32
"63";2020-12-03;19
"64";2020-12-03;35
"65";2020-12-03;8
"66";2020-12-03;14
"67";2020-12-03;32
"68";2020-12-03;34
"69";2020-12-03;52
"70";2020-12-03;7
"71";2020-12-03;22
"72";2020-12-03;18
"73";2020-12-03;12
"74";2020-12-03;23
"75";2020-12-03;63
"76";2020-12-03;36
"77";2020-12-03;28
"78";2020-12-03;48
"79";2020-12-03;8
"80";2020-12-03;17
"81";2020-12-03;12
"82";2020-12-03;7
"83";2020-12-03;43
"84";2020-12-03;23
"85";2020-12-03;13
"86";2020-12-03;5
"87";2020-12-03;10
"88";2020-12-03;16
"89";2020-12-03;11
"90";2020-12-03;2
"91";2020-12-03;36
"92";2020-12-03;55
"93";2020-12-03;42
"94";2020-12-03;37
"95";2020-12-03;33
"971";2020-12-03;10
"972";2020-12-03;5
"973";2020-12-03;3
"974";2020-12-03;8
"976";2020-12-03;1
"01";2020-12-04;18
"02";2020-12-04;14
"03";2020-12-04;9
"04";2020-12-04;12
"05";2020-12-04;12
"06";2020-12-04;43
"07";2020-12-04;21
"08";2020-12-04;9
"09";2020-12-04;3
"10";2020-12-04;9
"11";2020-12-04;12
"12";2020-12-04;10
"13";2020-12-04;82
"14";2020-12-04;16
"15";2020-12-04;6
"16";2020-12-04;6
"17";2020-12-04;12
"18";2020-12-04;8
"19";2020-12-04;5
"21";2020-12-04;17
"22";2020-12-04;16
"23";2020-12-04;6
"24";2020-12-04;6
"25";2020-12-04;13
"26";2020-12-04;16
"27";2020-12-04;11
"28";2020-12-04;10
"29";2020-12-04;20
"2A";2020-12-04;7
"2B";2020-12-04;4
"30";2020-12-04;17
"31";2020-12-04;29
"32";2020-12-04;6
"33";2020-12-04;26
"34";2020-12-04;36
"35";2020-12-04;24
"36";2020-12-04;12
"37";2020-12-04;17
"38";2020-12-04;27
"39";2020-12-04;10
"40";2020-12-04;4
"41";2020-12-04;12
"42";2020-12-04;23
"43";2020-12-04;12
"44";2020-12-04;32
"45";2020-12-04;19
"46";2020-12-04;8
"47";2020-12-04;5
"48";2020-12-04;4
"49";2020-12-04;30
"50";2020-12-04;13
"51";2020-12-04;15
"52";2020-12-04;12
"53";2020-12-04;10
"54";2020-12-04;29
"55";2020-12-04;5
"56";2020-12-04;17
"57";2020-12-04;35
"58";2020-12-04;10
"59";2020-12-04;64
"60";2020-12-04;26
"61";2020-12-04;11
"62";2020-12-04;32
"63";2020-12-04;19
"64";2020-12-04;35
"65";2020-12-04;8
"66";2020-12-04;14
"67";2020-12-04;32
"68";2020-12-04;34
"69";2020-12-04;52
"70";2020-12-04;7
"71";2020-12-04;22
"72";2020-12-04;18
"73";2020-12-04;12
"74";2020-12-04;23
"75";2020-12-04;63
"76";2020-12-04;36
"77";2020-12-04;28
"78";2020-12-04;48
"79";2020-12-04;8
"80";2020-12-04;17
"81";2020-12-04;12
"82";2020-12-04;7
"83";2020-12-04;43
"84";2020-12-04;23
"85";2020-12-04;13
"86";2020-12-04;5
"87";2020-12-04;10
"88";2020-12-04;16
"89";2020-12-04;12
"90";2020-12-04;2
"91";2020-12-04;36
"92";2020-12-04;55
"93";2020-12-04;42
"94";2020-12-04;37
"95";2020-12-04;33
"971";2020-12-04;10
"972";2020-12-04;5
"973";2020-12-04;3
"974";2020-12-04;8
"976";2020-12-04;1
"01";2020-12-05;18
"02";2020-12-05;14
"03";2020-12-05;9
"04";2020-12-05;12
"05";2020-12-05;12
"06";2020-12-05;43
"07";2020-12-05;21
"08";2020-12-05;9
"09";2020-12-05;3
"10";2020-12-05;9
"11";2020-12-05;12
"12";2020-12-05;10
"13";2020-12-05;82
"14";2020-12-05;16
"15";2020-12-05;6
"16";2020-12-05;6
"17";2020-12-05;12
"18";2020-12-05;8
"19";2020-12-05;5
"21";2020-12-05;17
"22";2020-12-05;16
"23";2020-12-05;6
"24";2020-12-05;6
"25";2020-12-05;13
"26";2020-12-05;16
"27";2020-12-05;11
"28";2020-12-05;10
"29";2020-12-05;20
"2A";2020-12-05;7
"2B";2020-12-05;4
"30";2020-12-05;17
"31";2020-12-05;30
"32";2020-12-05;6
"33";2020-12-05;26
"34";2020-12-05;36
"35";2020-12-05;24
"36";2020-12-05;12
"37";2020-12-05;17
"38";2020-12-05;27
"39";2020-12-05;10
"40";2020-12-05;4
"41";2020-12-05;12
"42";2020-12-05;23
"43";2020-12-05;12
"44";2020-12-05;32
"45";2020-12-05;19
"46";2020-12-05;8
"47";2020-12-05;5
"48";2020-12-05;4
"49";2020-12-05;30
"50";2020-12-05;13
"51";2020-12-05;15
"52";2020-12-05;12
"53";2020-12-05;10
"54";2020-12-05;29
"55";2020-12-05;5
"56";2020-12-05;17
"57";2020-12-05;35
"58";2020-12-05;10
"59";2020-12-05;64
"60";2020-12-05;26
"61";2020-12-05;11
"62";2020-12-05;32
"63";2020-12-05;19
"64";2020-12-05;35
"65";2020-12-05;8
"66";2020-12-05;14
"67";2020-12-05;32
"68";2020-12-05;34
"69";2020-12-05;52
"70";2020-12-05;7
"71";2020-12-05;22
"72";2020-12-05;18
"73";2020-12-05;12
"74";2020-12-05;23
"75";2020-12-05;63
"76";2020-12-05;36
"77";2020-12-05;28
"78";2020-12-05;48
"79";2020-12-05;8
"80";2020-12-05;17
"81";2020-12-05;12
"82";2020-12-05;7
"83";2020-12-05;43
"84";2020-12-05;23
"85";2020-12-05;13
"86";2020-12-05;5
"87";2020-12-05;10
"88";2020-12-05;16
"89";2020-12-05;12
"90";2020-12-05;2
"91";2020-12-05;36
"92";2020-12-05;55
"93";2020-12-05;42
"94";2020-12-05;37
"95";2020-12-05;33
"971";2020-12-05;10
"972";2020-12-05;5
"973";2020-12-05;3
"974";2020-12-05;8
"976";2020-12-05;1
"01";2020-12-06;18
"02";2020-12-06;14
"03";2020-12-06;9
"04";2020-12-06;12
"05";2020-12-06;12
"06";2020-12-06;43
"07";2020-12-06;21
"08";2020-12-06;9
"09";2020-12-06;3
"10";2020-12-06;9
"11";2020-12-06;12
"12";2020-12-06;10
"13";2020-12-06;82
"14";2020-12-06;16
"15";2020-12-06;6
"16";2020-12-06;6
"17";2020-12-06;12
"18";2020-12-06;8
"19";2020-12-06;5
"21";2020-12-06;17
"22";2020-12-06;16
"23";2020-12-06;6
"24";2020-12-06;6
"25";2020-12-06;13
"26";2020-12-06;16
"27";2020-12-06;11
"28";2020-12-06;10
"29";2020-12-06;20
"2A";2020-12-06;7
"2B";2020-12-06;4
"30";2020-12-06;17
"31";2020-12-06;30
"32";2020-12-06;6
"33";2020-12-06;26
"34";2020-12-06;36
"35";2020-12-06;24
"36";2020-12-06;12
"37";2020-12-06;17
"38";2020-12-06;27
"39";2020-12-06;10
"40";2020-12-06;4
"41";2020-12-06;12
"42";2020-12-06;23
"43";2020-12-06;12
"44";2020-12-06;32
"45";2020-12-06;19
"46";2020-12-06;8
"47";2020-12-06;5
"48";2020-12-06;4
"49";2020-12-06;30
"50";2020-12-06;13
"51";2020-12-06;15
"52";2020-12-06;12
"53";2020-12-06;10
"54";2020-12-06;29
"55";2020-12-06;5
"56";2020-12-06;17
"57";2020-12-06;35
"58";2020-12-06;10
"59";2020-12-06;64
"60";2020-12-06;26
"61";2020-12-06;11
"62";2020-12-06;32
"63";2020-12-06;19
"64";2020-12-06;35
"65";2020-12-06;8
"66";2020-12-06;14
"67";2020-12-06;32
"68";2020-12-06;34
"69";2020-12-06;52
"70";2020-12-06;7
"71";2020-12-06;22
"72";2020-12-06;18
"73";2020-12-06;12
"74";2020-12-06;23
"75";2020-12-06;63
"76";2020-12-06;36
"77";2020-12-06;28
"78";2020-12-06;48
"79";2020-12-06;8
"80";2020-12-06;17
"81";2020-12-06;12
"82";2020-12-06;7
"83";2020-12-06;43
"84";2020-12-06;23
"85";2020-12-06;13
"86";2020-12-06;5
"87";2020-12-06;10
"88";2020-12-06;16
"89";2020-12-06;12
"90";2020-12-06;2
"91";2020-12-06;36
"92";2020-12-06;55
"93";2020-12-06;42
"94";2020-12-06;37
"95";2020-12-06;33
"971";2020-12-06;10
"972";2020-12-06;5
"973";2020-12-06;3
"974";2020-12-06;8
"976";2020-12-06;1
"01";2020-12-07;18
"02";2020-12-07;14
"03";2020-12-07;9
"04";2020-12-07;12
"05";2020-12-07;12
"06";2020-12-07;43
"07";2020-12-07;21
"08";2020-12-07;9
"09";2020-12-07;3
"10";2020-12-07;9
"11";2020-12-07;12
"12";2020-12-07;10
"13";2020-12-07;82
"14";2020-12-07;16
"15";2020-12-07;6
"16";2020-12-07;6
"17";2020-12-07;12
"18";2020-12-07;8
"19";2020-12-07;5
"21";2020-12-07;17
"22";2020-12-07;16
"23";2020-12-07;6
"24";2020-12-07;6
"25";2020-12-07;13
"26";2020-12-07;16
"27";2020-12-07;11
"28";2020-12-07;10
"29";2020-12-07;20
"2A";2020-12-07;7
"2B";2020-12-07;4
"30";2020-12-07;17
"31";2020-12-07;30
"32";2020-12-07;6
"33";2020-12-07;26
"34";2020-12-07;36
"35";2020-12-07;24
"36";2020-12-07;12
"37";2020-12-07;17
"38";2020-12-07;27
"39";2020-12-07;10
"40";2020-12-07;4
"41";2020-12-07;12
"42";2020-12-07;23
"43";2020-12-07;12
"44";2020-12-07;32
"45";2020-12-07;19
"46";2020-12-07;8
"47";2020-12-07;5
"48";2020-12-07;4
"49";2020-12-07;30
"50";2020-12-07;13
"51";2020-12-07;15
"52";2020-12-07;12
"53";2020-12-07;10
"54";2020-12-07;29
"55";2020-12-07;5
"56";2020-12-07;17
"57";2020-12-07;35
"58";2020-12-07;10
"59";2020-12-07;64
"60";2020-12-07;26
"61";2020-12-07;11
"62";2020-12-07;32
"63";2020-12-07;19
"64";2020-12-07;35
"65";2020-12-07;8
"66";2020-12-07;14
"67";2020-12-07;32
"68";2020-12-07;34
"69";2020-12-07;52
"70";2020-12-07;7
"71";2020-12-07;22
"72";2020-12-07;18
"73";2020-12-07;12
"74";2020-12-07;23
"75";2020-12-07;63
"76";2020-12-07;36
"77";2020-12-07;28
"78";2020-12-07;48
"79";2020-12-07;8
"80";2020-12-07;17
"81";2020-12-07;12
"82";2020-12-07;7
"83";2020-12-07;43
"84";2020-12-07;23
"85";2020-12-07;13
"86";2020-12-07;5
"87";2020-12-07;10
"88";2020-12-07;16
"89";2020-12-07;12
"90";2020-12-07;2
"91";2020-12-07;36
"92";2020-12-07;55
"93";2020-12-07;42
"94";2020-12-07;37
